Label,Content
ham,whatsup there dont u want to sleep
ham,alright i have a new goal now
spam,FREE entry into our å 250 weekly competition just text the word WIN to 80086 NOW 18 T C wwwtxttowincouk
ham,alright I ll head out in a few minutes text me where to meet you
spam,send a logo 2 ur lover 2 names joined by a heart txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 yahoo POBox36504W45WQ txtno 4 no ads 150p
ham,yes from last week itself i m taking live call
spam,someone has contacted our dating service and entered your phone because they fancy you to find out who it is call from a landline 09111032124 PoBox12n146tf150p
ham,siva is in hostel aha 
spam,URGENT your mobile number has been awarded with a å 2000 prize GUARANTEED call 09058094455 from land line claim 3030 valid 12hrs only
ham,send this to ur friends and receive something about ur voice PUNCT how is my speaking expression 1childish 2naughty 3Sentiment 4rowdy 5ful of attitude 6romantic 7shy 8Attractive 9funny lt gt irritating lt gt lovable reply me PUNCT 
ham,ok she ll be ok I guess
ham,aathi PUNCT where are you dear PUNCT 
ham,any pain on urination any thing else
ham,7 at esplanade PUNCT do Ì mind giving me a lift cos i got no car today PUNCT 
ham,I wnt to buy a BMW car urgently PUNCT its vry urgentbut hv a shortage of lt gt lacsthere is no source to arng dis amt lt gt lacs PUNCT thats my prob
ham,at home watching tv lor
ham,does she usually take fifteen fucking minutes to respond to a yes or no question
spam,congrats nokia 3650 video camera phone is your call 09066382422 calls cost 150ppm ave call 3mins vary from mobiles 16 close 300603 post BCM4284 ldn WC1N3XX
ham,booked ticket for pongal
ham,you available now I m like right around hillsborough amp lt gt th
ham,the message sent is askin for lt gt dollars shoul i pay lt gt or lt gt 
ham,ask g or iouri I ve told the story like ten times already
ham,how long does applebees fucking take
ham,hi hope u get this txt journey hasnt been gd now about 50 mins late I think
ham,but i have to I like to have love and arrange
ham,yes PUNCT he is really great PUNCT bhaji told kallis best cricketer after sachin in world very tough to get out
ham,you were supposed to wake ME up gt 
ham,oic PUNCT I saw him too but i tot he din c me PUNCT I found a group liao PUNCT 
ham,sorry I ll call later
ham, HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND HOWDY GORGEOUS
ham,sorry my battery died I can come by but I m only getting a gram for now where s your place
ham,well done blimey exercise yeah i kinda remember wot that is hmm
ham,I wont get concentration dear you know you are my mind and everything 
ham,LOL PUNCT have you made plans for new years
ham,10 min later k PUNCT 
ham,hanks lotsly
ham,thanks for this hope you had a good day today
ham,K k what are detail you want to transferacc no enough
ham,ok i will tell her to stay out yeah its been tough but we are optimistic things will improve this month
spam,loan for any purpose å 500 å 75 000 homeowners tenants welcome have you been previously refused we can still help call free 0800 1956669 or text back help 
ham,si si I think ill go make those oreo truffles
ham,LOOK AT AMY URE A BEAUTIFUL INTELLIGENT WOMAN AND I LIKE U A LOT I KNOW U DONåÕT LIKE ME LIKE THAT SO DONåÕT WORRY
ham,I hope you that s the result of being consistently intelligent and kind start asking him about practicum links and keep your ears open and all the best ttyl
ham,120 that call cost which i guess isnt bad miss ya need ya want ya love ya
ham,going thru a very different feelingwavering decisions and coping up with the same is the same individualtime will heal everything i believe
ham,where did u go my phone is gonna die you have to stay in here
ham,great never been better each day gives even more reasons to thank god
spam,upgrdcentre orange customer you may now claim your FREE CAMERA PHONE upgrade for your loyalty call now on 0207 153 9153 offer ends 26th july T C s apply opt out available
ham,sorry I ll call later ok bye
ham,ok i am on the way to railway
ham,great princess I love giving and receiving oral doggy style is my fave position how about you I enjoy making love lt gt times per night 
ham,they don t put that stuff on the roads to keep it from getting slippery over there
ham,when are you going to ride your bike
ham,yup no need I ll jus wait 4 e rain 2 stop
ham,there are many company tell me the language
spam,okmail dear dave this is your final notice to collect your 4 tenerife holiday or 5000 CASH award call 09061743806 from landline tcs SAE Box326 CW25WX 150ppm
ham,how long has it been since you screamed princess
ham,nothing I meant that once the money enters your account here the bank will remove its flat rate someone transfered lt gt to my account and lt gt dollars got removed so the banks differ and charges also differbe sure you trust the 9ja person you are sending account details to cos PUNCT 
spam,want 2 get laid tonight want real dogging locations sent direct 2 ur mob join the UK s largest dogging network by txting MOAN to 69888Nyt ec2a 31pmsg 150p
ham,nice line said by a broken heart plz don t cum 1 more times infront of me PUNCT other wise once again I ll trust U PUNCT good 9t 
ham,ok I m gonna head up to usf in like fifteen minutes
ham,love you aathi PUNCT love u lot PUNCT 
ham,tension ahwhat machiany problem
ham,K can I pick up another 8th when you re done
ham,when re you guys getting back G said you were thinking about not staying for mcr
ham,almost there see u in a sec
ham,yo carlos a few friends are already asking me about you you working at all this weekend
ham,watching tv lor PUNCT 
ham,thank you baby I cant wait to taste the real thing PUNCT 
ham,you should change your fb to jaykwon thuglyfe falconerf
ham,if we win its really no 1 side for long time
spam,FREE MESSAGE activate your 500 FREE text messages by replying to this message with the word FREE for terms conditions visit www07781482378com
ham,dear reached railway what happen to you
ham,depends on quality if you want the type i sent boye faded glory then about 6 if you want ralphs maybe 2
ham,I think i ve fixed it can you send a test message
ham,sorry man my account s dry or I would if you want we could trade back half or I could buy some shit with my credit card
spam,congrats 1 year special cinema pass for 2 is yours call 09061209465 now C suprman V Matrix3 StarWars3 etc all 4 FREE bx420 ip4 5we 150pm dont miss out
ham,sorry in meeting I ll call later
ham,what class of lt gt reunion
ham,are you free nowcan i call now
ham,got meh PUNCT when
ham,nope PUNCT think i will go for it on monday PUNCT sorry i replied so late
ham,some of them told accenture is not confirm is it true
ham,kate jackson rec center before 7ish right
ham,dear i have reache room
ham,fighting with the world is easy u either win or lose bt fightng with some1 who is close to u is dificult if u lose u lose if u win u still lose
ham,when can Ì come out
ham,check with nuerologist
ham,lolnice I went from a fish to PUNCT water PUNCT 
spam, 123 congratulations in this week s competition draw u have won the å 1450 prize to claim just call 09050002311 b4280703 T cs stop SMS 08718727868 over 18 only 150ppm
ham,no it s waiting in e car dat s bored wat cos wait outside got nothing 2 do at home can do my stuff or watch tv wat
ham,maybe westshore or hyde park village the place near my house
ham,you should know now so how s anthony are you bringing money I ve school fees to pay and rent and stuff like that thats why i need your help A friend in need PUNCT 
ham,what s the significance
ham,your opinion about me 1 over 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 not matured 8 stylish 9 simple pls reply PUNCT 
ham,8 at the latest g s still there if you can scrounge up some ammo and want to give the new ak a try
ham,prabha PUNCT i m soryda PUNCT realy PUNCT frm heart i m sory
ham,lol ok your forgiven 
ham,no PUNCT jst change tat only PUNCT 
spam,you are guaranteed the latest nokia phone a 40GB iPod MP3 player or a å 500 prize txt word COLLECT to no 83355 ibhltd LdnW15H 150p Mtmsgrcvd18 
ham,S no competition for him
spam,boltblue tones for 150p reply POLY or MONO eg POLY3 1 cha cha slide 2 yeah 3 slow jamz 6 toxic 8 come with me or STOP 4 more tones txt MORE
spam,your credits have been topped up for http wwwbubbletextcom your renewal pin is tgxxrz
ham,that way transport is less problematic than on sat night by the way if u want to ask n to join my bday feel free but need to know definite nos as booking on fri
ham,usually the person is unconscious that s in children but in adults they may just behave abnormally ill call you now
ham,but that s on ebay it might be less elsewhere
ham,shall i come to get pickle
ham,were gonna go get some tacos
ham,that s very rude you on campus
spam,URGENT your mobile no was awarded a å 2 000 bonus caller prize on 02 09 03 this is our 2nd attempt to contact YOU call 0871 872 9755 BOX95QU
